id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income
599000,1100000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6010,50.3934192,4.4691796,1918.0,150,0.0,2,2,0,0,0,1,0,0,0,0,0,TO_RENOVATE,386.0,E,FUELOIL,1,535.0
67642000,9200000,HOUSE,VILLA,Flanders,West Flanders,Veurne,8670,51.1234059,2.6720993,1946.0,0,897.0,4,4,0,0,0,1,40,0,0,0,1,GOOD,139.0,B,GAS,1,1023.0
40141000,14950000,HOUSE,EXCEPTIONAL_PROPERTY,Brussels-Capital,Brussels,Brussels,1083,50.8680822,4.321352,1922.0,583,1627.0,4,5,0,0,0,1,0,0,0,0,0,GOOD,498.0,G,GAS,0,6962.0
34389000,1650000,HOUSE,HOUSE,Wallonia,Liège,Liège,4430,50.6568111,5.5209982,1918.0,109,135.0,2,3,0,0,0,0,0,0,0,0,0,MISSING,295.0,D,FUELOIL,0,371.0
77787000,3000000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.8028023,3.7696364,1938.0,204,319.0,0,4,0,0,0,0,0,0,0,0,0,MISSING,286.0,C,GAS,1,604.0
23654000,1590000,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6425959,5.5334123,1981.0,100,93.0,3,2,0,0,0,1,18,0,0,0,0,TO_BE_DONE_UP,353.0,E,PELLET,1,410.0
41722000,4150000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3071,50.9089208,4.577938,1990.0,213,1868.0,3,5,0,0,1,1,0,1,0,0,0,TO_BE_DONE_UP,411.0,E,ELECTRIC,1,1326.0
60972000,3350000,HOUSE,TOWN_HOUSE,Wallonia,Liège,Huy,4520,50.5673729,5.164802,2020.0,250,475.0,3,5,0,0,0,0,0,0,0,0,0,MISSING,126.0,B,FUELOIL,1,1.0
4809000,3490000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3080,50.817199,4.5063359,1931.0,144,130.0,0,3,0,0,0,0,0,0,0,0,1,TO_RENOVATE,503.0,F,GAS,1,592.0
1370000,3750000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2180,51.2808794,4.4464632,1961.0,161,267.0,3,4,0,0,0,0,0,1,99,0,1,GOOD,471.0,E,GAS,0,986.0
13765000,1790000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2660,51.1802603,4.3554535,1963.0,0,165.0,3,3,0,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,726.0,F,MISSING,0,961.0
42878000,2900000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8520,50.8559457,3.2721524,1977.0,148,449.0,3,3,0,0,0,0,0,0,0,0,1,GOOD,250.0,C,GAS,0,897.0
68782000,3500000,HOUSE,VILLA,Wallonia,Namur,Philippeville,5660,50.1077815,4.5280842,2009.0,193,2008.0,4,4,0,0,0,0,0,0,0,0,1,MISSING,155.0,B,MISSING,1,1199.0
34555000,2250000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9308,50.9571628,4.0305524,1930.0,158,210.0,3,2,0,0,0,1,12,0,0,0,0,TO_BE_DONE_UP,1090.0,F,GAS,1,294.0
48637000,7450000,HOUSE,MANSION,Flanders,Antwerp,Antwerp,2600,51.1991082,4.4184409,1914.0,205,227.0,3,5,0,0,0,1,0,1,147,0,0,AS_NEW,228.0,C,MISSING,1,907.0
61822000,1750000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0326882,4.5042002,1918.0,95,60.0,2,2,0,0,0,0,0,0,0,0,0,TO_RENOVATE,849.0,F,MISSING,0,312.0
23050000,6350000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1742,50.8771771,4.1215025,1990.0,330,701.0,4,5,0,0,0,1,40,0,0,0,1,GOOD,289.0,C,FUELOIL,1,2054.0
42214000,2850000,HOUSE,HOUSE,Wallonia,Liège,Liège,4121,50.5501247,5.4496144,1918.0,143,839.0,2,5,0,0,0,1,88,1,500,0,1,GOOD,350.0,E,FUELOIL,1,498.0
24705000,6650000,HOUSE,VILLA,Flanders,East Flanders,Aalst,9450,50.8744243,4.0086287,1995.0,281,1430.0,4,4,0,0,0,0,0,0,0,0,0,GOOD,238.0,C,FUELOIL,1,1241.0
25356000,2490000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2100,51.2217077,4.4625324,1933.0,145,80.0,2,6,0,0,1,1,21,0,0,0,0,TO_RENOVATE,745.0,F,GAS,1,666.0
69023000,4800000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2150,51.1971531,4.4912481,2022.0,179,166.0,3,5,0,0,0,1,28,1,77,0,1,AS_NEW,30.0,A,MISSING,1,1.0
25829000,5490000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1730,50.9004062,4.2273465,1966.0,167,3040.0,4,4,0,0,0,0,0,0,0,0,1,MISSING,385.0,D,GAS,1,1826.0
78383000,3050000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3018,50.9268788,4.7009698,1940.0,105,199.0,2,2,0,0,1,1,5,1,125,0,0,GOOD,218.0,C,GAS,1,542.0
79034000,6950000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1700,50.8465328,4.2697119,1934.0,380,1000.0,3,6,0,0,0,0,0,1,680,0,1,TO_RENOVATE,561.0,F,FUELOIL,0,2503.0
55271000,4490000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9340,50.9577941,3.9646881,1966.0,0,324.0,3,3,0,0,0,1,0,0,0,0,0,AS_NEW,245.0,C,MISSING,1,612.0
77998000,3050000,HOUSE,TOWN_HOUSE,Flanders,West Flanders,Veurne,8660,51.0957765,2.5918106,2007.0,134,0.0,0,3,0,0,0,1,0,0,0,0,0,GOOD,136.0,B,MISSING,1,823.0
51488000,3980000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9800,50.9816051,3.5658134,1966.0,226,962.0,4,3,0,0,1,1,0,0,0,0,1,TO_BE_DONE_UP,469.0,E,GAS,0,1229.0
76540000,5350000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9450,50.8993962,3.9931032,1972.0,454,980.0,0,5,0,0,0,0,0,0,0,0,0,MISSING,151.0,B,MISSING,1,1343.0
51439000,3490000,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3770,50.8300723,5.63992,1973.0,190,678.0,4,3,0,0,0,1,17,1,567,0,0,GOOD,366.0,D,GAS,1,1177.0
44252000,11000000,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,Antwerp,Turnhout,2300,51.3283607,4.9646426,2005.0,532,1500.0,4,4,0,0,0,1,0,0,0,0,0,AS_NEW,140.0,B,GAS,1,3653.0
7030000,2490000,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3870,50.7747856,5.351775,1959.0,240,5043.0,3,3,0,0,0,0,0,0,0,0,1,GOOD,514.0,F,ELECTRIC,1,603.0
18828000,4750000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3472,50.886895,4.9988146,1991.0,215,2512.0,4,3,0,0,1,1,0,1,0,0,1,GOOD,189.0,B,GAS,1,1166.0
23121000,3450000,HOUSE,HOUSE,Flanders,West Flanders,Veurne,8660,51.0729621,2.5994558,1960.0,164,349.0,3,3,0,0,0,1,0,0,0,0,1,GOOD,336.0,D,GAS,0,619.0
58151000,5200000,HOUSE,MANSION,Wallonia,Hainaut,Charleroi,6000,50.4139575,4.4472792,1900.0,282,120.0,2,8,0,0,0,1,0,1,20,0,0,AS_NEW,217.0,C,GAS,0,1368.0
33698000,12900000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1000,50.854659,4.3438481,1947.0,700,339.0,4,4,0,0,0,0,0,0,0,0,1,GOOD,256.0,E,GAS,1,2491.0
684000,890000,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6850,49.8992651,5.0999278,1875.0,134,770.0,4,2,0,0,0,1,10,1,580,0,0,TO_RENOVATE,520.0,G,GAS,1,331.0
22355000,1200000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2100,51.2059738,4.4744424,1947.0,130,110.0,2,2,0,0,0,0,0,0,0,0,1,MISSING,970.0,F,MISSING,0,443.0
1222000,1600000,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,7140,50.4544256,4.2382116,1955.0,92,482.0,3,3,0,0,0,0,0,1,400,0,1,TO_BE_DONE_UP,693.0,G,MISSING,0,602.0
8062000,7150000,HOUSE,VILLA,Flanders,East Flanders,Gent,9800,50.9676463,3.5795916,1899.0,208,1250.0,3,3,0,0,0,1,50,1,920,0,0,GOOD,206.0,C,MISSING,1,1121.0
24117000,4850000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,50.7545559,3.8799626,1971.0,294,7973.0,4,4,0,0,1,0,0,1,2093,0,0,GOOD,319.0,D,GAS,1,1191.0
39500000,1890000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,50.7840441,3.8989082,1918.0,94,267.0,2,2,0,0,0,1,16,1,197,0,0,MISSING,271.0,C,ELECTRIC,0,337.0
10566000,4950000,HOUSE,VILLA,Flanders,Flemish Brabant,Leuven,3020,50.9052273,4.6655023,1968.0,238,687.0,4,4,0,0,1,1,0,1,687,0,0,MISSING,401.0,E,GAS,1,1536.0
1469000,3740000,HOUSE,MANSION,Flanders,Antwerp,Antwerp,2060,51.2259818,4.4204875,1899.0,193,63.0,2,3,0,0,1,0,0,1,0,0,0,AS_NEW,232.0,C,GAS,1,694.0
67729000,4200000,HOUSE,APARTMENT_BLOCK,Wallonia,Liège,Liège,4000,50.6410878,5.5726987,1942.0,0,141.0,2,3,0,0,0,1,0,0,0,0,1,TO_BE_DONE_UP,259.0,D,MISSING,0,3661.0
25690000,3950000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1330,50.7046173,4.5263605,1960.0,110,603.0,4,3,0,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,502.0,F,FUELOIL,1,1933.0
21544000,4400000,HOUSE,MANSION,Flanders,Flemish Brabant,Halle-Vilvoorde,1800,50.927424,4.4237912,1850.0,320,203.0,2,5,0,0,0,1,40,1,40,0,0,GOOD,621.0,F,GAS,0,1601.0
40970000,2300000,HOUSE,HOUSE,Wallonia,Liège,Liège,4040,50.6611751,5.6285036,1966.0,0,0.0,2,4,0,0,1,1,10,0,0,0,1,JUST_RENOVATED,261.0,D,GAS,1,1232.0
3516000,17950000,HOUSE,VILLA,Flanders,Antwerp,Mechelen,2560,51.1704748,4.7020401,2014.0,610,1997.0,0,6,0,0,0,0,0,0,0,0,0,MISSING,134.0,B,GAS,1,3010.0
49033000,3850000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2470,51.2548353,5.0765879,1956.0,246,589.0,4,4,0,0,0,1,0,0,0,0,0,GOOD,188.0,B,GAS,1,1183.0
48128000,6490000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3971,51.120323,5.2354167,1963.0,325,1337.0,4,4,0,0,0,0,0,0,0,0,0,GOOD,132.0,B,GAS,1,1372.0
1111000,1800000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2230,51.0561426,4.8790582,1968.0,0,512.0,3,4,0,0,0,0,0,0,0,0,1,GOOD,1030.0,F,MISSING,0,473.0
6187000,9950000,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9200,51.0316727,4.0486052,1996.0,346,1730.0,4,5,0,0,0,0,0,1,970,0,1,MISSING,211.0,C,FUELOIL,1,1623.0
42495000,3980000,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3770,50.832399,5.5870059,1956.0,316,845.0,3,5,0,0,0,1,114,1,692,0,1,MISSING,259.0,C,GAS,1,690.0
36203000,850000,HOUSE,HOUSE,Wallonia,Liège,Liège,4102,50.5975782,5.5370653,1919.0,100,0.0,3,2,0,0,1,1,3,1,0,0,1,TO_RENOVATE,704.0,G,MISSING,1,364.0
51979000,4350000,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1410,50.6926796,4.4073319,1970.0,163,579.0,4,5,0,0,0,1,25,0,0,0,0,TO_RENOVATE,539.0,G,MISSING,1,3371.0
25421000,4600000,HOUSE,HOUSE,Wallonia,Luxembourg,Arlon,6792,49.5527246,5.7434123,2005.0,145,1149.0,4,3,0,0,0,0,0,0,0,0,1,AS_NEW,230.0,C,FUELOIL,1,914.0
12238000,2250000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.806269,3.7640667,1965.0,185,288.0,2,3,0,0,0,0,0,1,160,0,0,TO_BE_DONE_UP,495.0,E,GAS,1,634.0
41325000,4980000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2811,51.0105562,4.4405121,2012.0,154,395.0,2,3,0,0,0,0,0,0,0,0,0,MISSING,162.0,B,GAS,1,1.0
36781000,69500000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8300,51.3539122,3.318357,1973.0,355,1611.0,4,5,0,0,0,0,0,0,0,0,0,TO_RENOVATE,277.0,C,GAS,1,3609.0
29751000,3300000,HOUSE,FARMHOUSE,Flanders,Limburg,Hasselt,3800,50.8269273,5.2480198,1850.0,115,3399.0,0,3,0,0,0,0,0,0,0,0,1,TO_RENOVATE,0.0,MISSING,MISSING,0,396.0
45887000,7150000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1560,50.7658886,4.4957039,1988.0,315,902.0,4,4,0,0,0,1,0,0,0,0,0,MISSING,363.0,D,ELECTRIC,1,2702.0
19094000,8900000,HOUSE,HOUSE,Flanders,West Flanders,Diksmuide,8600,51.0161638,2.8969342,1930.0,480,2356.0,4,5,0,0,0,1,0,0,0,0,1,AS_NEW,191.0,B,FUELOIL,0,1683.0
8699000,2290000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3580,51.044766,5.230355,1949.0,163,1682.0,3,3,0,0,0,1,25,0,0,0,1,TO_RENOVATE,347.0,D,GAS,1,560.0
62926000,7950000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2020,51.1903657,4.393345,1971.0,354,443.0,3,5,0,0,1,0,0,0,0,0,1,TO_RENOVATE,415.0,E,MISSING,1,2543.0
20982000,3690000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3360,50.8292835,4.7535157,1966.0,209,1100.0,4,4,0,0,1,0,0,1,0,0,0,TO_RENOVATE,536.0,F,FUELOIL,1,1234.0
66731000,4490000,HOUSE,HOUSE,Wallonia,Liège,Liège,4140,50.5166641,5.637534,2003.0,175,970.0,4,6,0,0,0,1,28,1,840,0,0,GOOD,187.0,C,FUELOIL,1,974.0
54786000,1100000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7850,50.6973092,4.0455277,1935.0,85,250.0,2,2,0,0,0,0,0,0,0,0,0,MISSING,505.0,F,FUELOIL,1,1.0
51804000,3490000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1650,50.7423775,4.3289402,1935.0,140,340.0,3,3,0,0,1,1,0,0,0,0,0,TO_BE_DONE_UP,551.0,F,GAS,1,597.0
7423000,4000000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1090,50.8758606,4.33441,1926.0,210,225.0,2,4,0,0,0,1,0,1,225,0,1,TO_RENOVATE,416.0,G,GAS,1,1259.0
78847000,4000000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9040,51.0493166,3.7573762,1930.0,161,0.0,2,4,0,0,0,0,0,0,0,0,0,GOOD,270.0,C,GAS,1,707.0
42553000,3450000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2260,51.0839948,4.8778075,1967.0,204,2300.0,4,3,0,0,0,0,0,0,0,0,0,MISSING,939.0,F,FUELOIL,1,810.0
54494000,6350000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,50.731426,4.2288052,1997.0,320,1038.0,4,4,0,0,0,1,0,0,0,0,1,GOOD,344.0,D,MISSING,1,2905.0
4437000,3190000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2100,51.2226547,4.4649166,1918.0,0,125.0,2,3,0,0,1,0,0,0,0,0,1,GOOD,364.0,D,GAS,1,654.0
43282000,3490000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2360,51.320105,4.9874875,1975.0,160,293.0,3,3,0,0,1,1,40,1,150,0,0,GOOD,293.0,C,GAS,1,692.0
35756000,3995000,HOUSE,HOUSE,Wallonia,Liège,Liège,4120,50.5402933,5.4876955,1980.0,150,803.0,4,3,0,0,1,0,0,1,550,0,1,GOOD,425.0,E,FUELOIL,1,1514.0
42131000,4990000,HOUSE,HOUSE,Wallonia,Luxembourg,Marche-en-Famenne,6990,50.242606,5.383886,2010.0,310,1358.0,0,4,0,0,1,1,40,1,1358,0,0,GOOD,243.0,C,FUELOIL,1,1461.0
20653000,2500000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7000,50.4579374,3.948722,1974.0,0,194.0,0,6,0,0,0,0,0,0,0,0,1,MISSING,513.0,G,ELECTRIC,1,3358.0
73513000,2750000,HOUSE,HOUSE,Wallonia,Liège,Liège,4020,50.6364077,5.5980571,1955.0,0,150.0,2,3,0,0,1,0,0,1,90,0,1,GOOD,168.0,B,GAS,1,704.0
32933000,2490000,HOUSE,TOWN_HOUSE,Wallonia,Hainaut,Charleroi,6230,50.4915154,4.4102179,1985.0,226,340.0,2,2,0,0,0,0,0,1,300,0,1,TO_BE_DONE_UP,580.0,G,ELECTRIC,1,680.0
31000,2990000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2275,51.2468888,4.8168386,1981.0,140,925.0,0,2,0,0,0,0,0,1,925,0,0,TO_BE_DONE_UP,527.0,F,FUELOIL,1,761.0
66558000,2250000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9300,50.9483134,4.0529958,1899.0,0,90.0,3,2,0,0,0,1,20,0,0,0,1,JUST_RENOVATED,352.0,D,GAS,1,203.0
2512000,3950000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2620,51.1550885,4.3453498,1965.0,220,732.0,3,3,0,0,0,1,40,1,600,0,0,TO_RENOVATE,456.0,E,GAS,1,490.0
74136000,2890000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7060,50.5810599,4.0696158,2023.0,175,200.0,2,3,0,0,0,1,25,1,100,0,0,AS_NEW,83.0,A,GAS,1,582.0
46568000,4980000,HOUSE,VILLA,Flanders,Antwerp,Antwerp,2540,51.1442983,4.4723192,1956.0,211,670.0,4,2,0,0,1,0,0,0,0,0,0,TO_BE_DONE_UP,426.0,E,MISSING,1,780.0
493000,2100000,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8450,51.2215106,2.9577783,1939.0,119,95.0,0,3,0,0,0,0,0,0,0,0,0,MISSING,506.0,F,MISSING,0,364.0
58035000,2890000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3800,50.8001745,5.147263,1979.0,161,979.0,4,3,0,0,1,0,0,0,0,0,1,TO_BE_DONE_UP,219.0,C,FUELOIL,1,842.0
13888000,3690000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9520,50.9400839,3.908225,1973.0,0,504.0,4,3,0,0,0,1,0,0,0,0,1,AS_NEW,348.0,D,GAS,1,1127.0
11365000,3499000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9030,51.0750374,3.7002203,1956.0,166,195.0,2,3,0,0,0,0,0,1,0,0,0,TO_BE_DONE_UP,332.0,D,GAS,0,686.0
43603000,2690000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2820,51.0363091,4.5292739,1935.0,150,275.0,3,3,0,0,1,0,0,1,0,0,0,TO_RENOVATE,1033.0,F,GAS,1,450.0
44649000,1200000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6043,50.449267,4.476161,1960.0,148,746.0,2,3,0,0,0,1,24,1,578,0,0,TO_BE_DONE_UP,459.0,F,FUELOIL,1,371.0
76263000,1490000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9120,51.2109884,4.2453014,1935.0,102,109.0,2,2,0,0,0,0,0,1,40,0,0,TO_RENOVATE,627.0,F,MISSING,0,344.0
55406000,5950000,HOUSE,VILLA,Wallonia,Liège,Liège,4140,50.5289987,5.6555534,2003.0,257,1370.0,4,4,0,0,1,0,0,0,0,0,1,AS_NEW,190.0,C,FUELOIL,1,1177.0
40191000,1100000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7021,50.4640901,4.0556418,1965.0,123,525.0,3,3,0,0,0,0,0,0,0,0,1,MISSING,797.0,G,GAS,0,684.0
73130000,3790000,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6800,49.9152398,5.3883865,1990.0,165,849.0,3,4,0,0,0,1,30,1,200,0,0,GOOD,227.0,C,GAS,1,1147.0
50797000,5970000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9000,51.0269153,3.7070207,1954.0,168,236.0,4,5,0,0,0,0,0,0,0,0,1,GOOD,172.0,B,MISSING,1,937.0
69325000,3590000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1755,50.7792852,4.121727,1962.0,120,433.0,4,3,0,0,1,1,10,1,220,0,0,TO_RENOVATE,513.0,F,FUELOIL,1,721.0
2004000,2750000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1770,50.8788717,4.0941548,1957.0,169,274.0,2,2,0,0,0,1,0,0,0,0,1,GOOD,309.0,D,FUELOIL,0,485.0
23411000,7500000,HOUSE,VILLA,Flanders,Limburg,Hasselt,3545,50.9423494,5.116862,1967.0,207,4260.0,4,0,0,0,0,0,0,0,0,0,1,TO_RENOVATE,982.0,F,FUELOIL,1,1920.0
20099000,1950000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2530,51.1601166,4.509133,1918.0,0,0.0,0,3,0,0,0,0,0,0,0,0,1,MISSING,641.0,F,MISSING,0,366.0
2376000,5890000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1700,50.8429994,4.2681083,1965.0,216,623.0,4,5,0,0,0,1,0,0,0,0,0,GOOD,434.0,E,MISSING,1,1685.0
73386000,5850000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2260,51.0938945,4.8299379,1978.0,210,5056.0,4,3,0,0,0,1,7,1,4896,0,0,MISSING,698.0,F,FUELOIL,0,1122.0
60430000,1990000,HOUSE,HOUSE,Wallonia,Namur,Namur,5030,50.5323136,4.750666,1933.0,167,532.0,2,4,0,0,1,1,20,1,340,0,1,TO_RENOVATE,591.0,G,FUELOIL,1,671.0
11462000,2500000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6230,50.4927774,4.4109799,1850.0,142,0.0,3,2,0,0,0,1,15,1,350,0,0,TO_BE_DONE_UP,523.0,G,GAS,1,361.0
24254000,2990000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7830,50.6080705,3.9535808,1974.0,169,540.0,3,5,0,0,0,1,0,0,0,0,1,GOOD,345.0,E,FUELOIL,1,758.0
63141000,4800000,HOUSE,MIXED_USE_BUILDING,Flanders,West Flanders,Kortrijk,8500,50.8418267,3.2727415,1967.0,186,747.0,4,3,0,0,0,1,0,0,0,0,1,GOOD,466.0,E,MISSING,0,1660.0
57675000,2950000,HOUSE,HOUSE,Wallonia,Liège,Liège,4610,50.6416162,5.6697369,1978.0,139,955.0,4,3,0,0,0,1,0,1,762,0,0,GOOD,462.0,F,ELECTRIC,1,1041.0
62552000,4190000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3390,50.9411179,4.9285594,1977.0,230,5504.0,4,4,0,0,0,0,0,0,0,0,0,MISSING,434.0,E,FUELOIL,1,1230.0
22137000,14700000,HOUSE,HOUSE,Wallonia,Liège,Verviers,4780,50.2767566,6.2569954,1950.0,943,6199.0,0,19,0,0,0,0,0,0,0,0,1,GOOD,235.0,C,FUELOIL,1,4891.0
54685000,9900000,HOUSE,HOUSE,Wallonia,Liège,Liège,4671,50.6443316,5.6712652,1890.0,392,41382.0,4,6,0,0,0,1,50,1,500,0,1,AS_NEW,457.0,F,FUELOIL,1,1217.0
18155000,3200000,HOUSE,TOWN_HOUSE,Flanders,East Flanders,Aalst,9470,50.8934933,4.0695272,1971.0,180,224.0,2,3,0,0,0,1,14,1,115,0,0,GOOD,323.0,D,MISSING,1,1051.0
31518000,1970000,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9230,50.9996205,3.8662877,1930.0,70,52.0,2,2,0,0,0,1,0,0,0,0,1,TO_RENOVATE,246.0,C,GAS,1,185.0
15112000,3950000,HOUSE,HOUSE,Wallonia,Liège,Huy,4560,50.3999011,5.3909491,2022.0,150,1250.0,4,4,0,0,1,1,50,1,625,0,1,AS_NEW,62.0,A,GAS,1,800.0
9139000,4900000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1400,50.5946048,4.3099491,2005.0,160,331.0,3,4,0,0,1,1,30,1,25,0,1,GOOD,131.0,B,GAS,1,2261.0
9698000,2899000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2660,51.1724768,4.3388236,1930.0,113,284.0,3,3,0,0,0,0,0,1,85,0,0,AS_NEW,665.0,F,MISSING,1,565.0
12691000,7450000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1190,50.8026963,4.3201324,1990.0,210,221.0,2,4,0,0,0,1,21,1,130,0,0,GOOD,458.0,G,GAS,1,2315.0
24898000,1200000,HOUSE,HOUSE,Wallonia,Liège,Liège,4102,50.600516,5.5342402,1900.0,105,101.0,2,4,0,0,0,1,15,1,35,0,0,GOOD,277.0,D,GAS,0,456.0
4511000,2750000,HOUSE,HOUSE,Wallonia,Liège,Verviers,4800,50.5934214,5.8334065,1953.0,184,1110.0,4,4,0,0,0,1,28,1,851,0,0,TO_RENOVATE,577.0,G,WOOD,1,1926.0
291000,3700000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2550,51.1397724,4.4447562,1958.0,135,432.0,3,3,0,0,0,1,15,1,350,0,0,TO_RENOVATE,684.0,F,GAS,0,1581.0
28892000,3490000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.814673,3.7695328,1971.0,606,1418.0,4,8,0,0,0,1,0,0,0,0,1,MISSING,986.0,E,GAS,1,1600.0
56790000,3750000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1840,51.0313,4.294262,2004.0,117,204.0,3,3,0,0,0,1,20,1,55,0,0,AS_NEW,243.0,C,GAS,1,701.0
1565000,1790000,HOUSE,MIXED_USE_BUILDING,Flanders,West Flanders,Veurne,8630,51.0714236,2.6634365,1993.0,140,140.0,0,0,0,0,0,0,0,0,0,0,0,MISSING,0.0,D,GAS,1,1162.0
49368000,4750000,HOUSE,APARTMENT_BLOCK,Wallonia,Luxembourg,Neufchâteau,6800,49.9169016,5.385222,1964.0,0,122.0,3,7,0,0,0,0,0,0,0,0,1,AS_NEW,414.0,E,FUELOIL,1,1646.0
3570000,4000000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1745,50.9787443,4.1828751,1983.0,212,871.0,4,4,0,0,0,1,0,0,0,0,0,GOOD,552.0,F,ELECTRIC,1,1507.0
